stores,categories,obj,price,discount,event
CU,생활용품,바디)내몸에순한면대4P,3000,3000,1+1
CU,생활용품,바디)내몸에순한면중18P,9400,9400,1+1
CU,생활용품,바디)내몸에순한면중4P,2400,2400,1+1
CU,생활용품,바디)순한면슈퍼롱3P,4200,4200,2+1
emart24,생활용품,바디피트)귀애랑4입(중),2200,2200,2+1
emart24,생활용품,바디피트)귀애랑순면울날18입(중),9000,9000,1+1
emart24,생활용품,바디피트)내몸에순한면16P(대),9400,9400,1+1
emart24,생활용품,바디피트)내몸에순한면18P(중),9400,9400,1+1
emart24,생활용품,바디피트)내몸에순한면4입(중),2400,2400,1+1
emart24,생활용품,바디피트)내몸에순한면라이너28입(일반),5300,5300,2+1
emart24,생활용품,바디피트)볼록맞춤12입(오버),7800,7800,1+1
emart24,생활용품,바디피트)볼록맞춤16입(대),8500,8500,1+1
emart24,생활용품,바디피트)볼록맞춤33cm4입(오버),3800,3800,1+1
emart24,생활용품,바디피트)볼록맞춤4입(중),1900,1900,1+1
emart24,생활용품,바디피트)슈퍼롱앤와이드10입,8700,8700,1+1
emart24,생활용품,바디피트)유기농순면커버10입(오버),9500,9500,1+1
emart24,생활용품,바디피트)유기농순면커버4입(중),2700,2700,1+1
emart24,생활용품,바디피트)유기농순면커버슈퍼롱10입,10600,10600,1+1
emart24,생활용품,바디피트)퀵엠보스4입(중),1700,1700,2+1
GS25,생활용품,바디피트수퍼롱&와이드10P,8700,8700,1+1
CU,생활용품,바른생각)젤스탠다드5P,5900,5900,1+1
GS25,생활용품,바른생각)젤스텐다드5P(파우치),5900,5900,1+1
GS25,식품,바사삭단대추40G,4300,4300,1+1
emart24,생활용품,바세린)UV프로텍션선스틱15g,27900,27900,1+1
emart24,생활용품,바세린)데일리선크림50ml,19900,19900,1+1
emart24,생활용품,바세린)립테라피스틱로지립스4.8g,5000,5000,1+1
emart24,생활용품,바세린)립테라피스틱민트4.8g,5000,5000,1+1
GS25,생활용품,바세린)립테라피오리지널스틱,5000,5000,1+1
emart24,음료,바이오티)애플소다350ml,1500,1500,2+1
emart24,음료,바이오티)피치핑크350ml,1500,1500,2+1
emart24,과자류,바주카)빅보틀팝32g,3000,3000,2+1
emart24,과자류,바주카)쥬시드랍팝26g,3500,3500,2+1
emart24,과자류,바주카)트리플파워푸쉬팝34g,3500,3500,2+1
emart24,과자류,바주카)푸쉬팝15g,1500,1500,2+1
GS25,식품,바프)구운양파맛멸치아몬드100G,6900,6900,2+1
emart24,식품,바프)구운양파병아리콩90g,3900,3900,2+1
GS25,식품,바프)군옥수수맛땅콩&콘프라이,3900,3900,2+1
emart24,식품,바프)군옥수수맛땅콩&콘프라이즈120g,3900,3900,2+1
emart24,식품,바프)군옥수수맛땅콩120g,3900,3900,2+1
7-ELEVEn,식품,바프)군옥수수맛땅콩앤콘프라이,3900,3900,2+1
MINISTOP,식품,바프)군옥수수맛땅콩앤콘프라이,3900,3900,2+1
GS25,식품,바프)군옥수수맛아몬드40G,2200,2200,2+1
emart24,식품,바프)군옥수수맛아몬드40g,2200,2200,2+1
CU,식품,바프)군옥수수콘프라이즈,3900,3900,2+1
MINISTOP,과자류,바프)나쵸치즈맛바프볼70g,2000,2000,2+1
emart24,과자류,바프)나쵸치즈맛바프볼70g,2000,2000,2+1
7-ELEVEn,과자류,바프)나쵸치즈맛바프볼70g,2000,2000,2+1
emart24,식품,바프)로스티드&솔티드땅콩120g,3900,3900,2+1
CU,식품,바프)로스티드솔티드땅콩,3900,3900,2+1
GS25,식품,바프)로스티드앤솔티드땅콩120G,3900,3900,2+1
MINISTOP,식품,바프)로스티드앤솔티드땅콩120g,3900,3900,2+1
7-ELEVEn,식품,바프)로스티드앤솔티드땅콩120g,3900,3900,2+1
emart24,식품,바프)마늘빵병아리콩90g,3900,3900,2+1
GS25,식품,바프)마늘빵아몬드40G,2200,2200,2+1
emart24,식품,바프)마늘빵아몬드40g,2200,2200,2+1
GS25,식품,바프)매운고추장맛멸치아몬드,6900,6900,2+1
emart24,식품,바프)메이플믹스넛30g,2200,2200,1+1
CU,식품,바프)메이플믹스넛30g,2200,2200,1+1
GS25,식품,바프)멸치아몬드100G,6900,6900,2+1
MINISTOP,식품,바프)멸치아몬드100g,6900,6900,2+1
emart24,식품,바프)멸치아몬드100g,6900,6900,2+1
7-ELEVEn,식품,바프)멸치아몬드100g,6900,6900,2+1
MINISTOP,식품,바프)멸치아몬드구운양파맛100g,6900,6900,2+1
7-ELEVEn,식품,바프)멸치아몬드구운양파맛100g,6900,6900,2+1
emart24,과자류,바프)밀크코코넛몰트볼40g(냉장),2500,2500,1+1
CU,식품,바프)버터코코넛땅콩120g,3900,3900,2+1
GS25,식품,바프)버터코코넛맛땅콩120G,3900,3900,2+1
MINISTOP,식품,바프)버터코코넛맛땅콩120g,3900,3900,2+1
7-ELEVEn,식품,바프)버터코코넛맛땅콩120g,3900,3900,2+1
7-ELEVEn,식품,바프)버터코코넛맛땅콩120g,3900,3900,2+1
emart24,과자류,바프)별빛팡팡몰트볼40g(냉장),2500,2500,1+1
emart24,식품,바프)사천땅콩&콘프라이즈120g,3900,3900,2+1
GS25,식품,바프)사천땅콩앤콘프라이즈120G,3900,3900,2+1
7-ELEVEn,식품,바프)사천땅콩앤콘프라이즈120g,3900,3900,2+1
MINISTOP,식품,바프)사천땅콩앤콘프라이즈120g,3900,3900,2+1
CU,식품,바프)사천땅콩콘프라이즈,3900,3900,2+1
GS25,식품,바프)오리지널믹스넛30G,2200,2200,1+1
CU,식품,바프)오리지널믹스넛30g,2200,2200,1+1
GS25,식품,바프)와사비맛땅콩120G,3900,3900,2+1
emart24,식품,바프)와사비맛땅콩120g,3900,3900,2+1
CU,식품,바프)와사비맛땅콩120g,3900,3900,2+1
MINISTOP,식품,바프)와사비맛땅콩120g,3900,3900,2+1
7-ELEVEn,식품,바프)와사비맛땅콩120g,3900,3900,2+1
GS25,식품,바프)와사비맛아몬드40G,2200,2200,2+1
emart24,식품,바프)와사비맛아몬드40g,2200,2200,2+1
emart24,과자류,바프)인절미몰트볼40g(냉장),2500,2500,1+1
emart24,식품,바프)인절미아몬드40g,2200,2200,2+1
emart24,식품,바프)체다치즈맛아몬드앤프레첼40g,2200,2200,2+1
emart24,과자류,바프)체리쥬빌레몰트볼40g(냉장),2500,2500,1+1
emart24,식품,바프)카라멜솔티드땅콩앤프레첼120g,3900,3900,2+1
emart24,식품,바프)카라멜솔티드아몬드앤프레첼40g,2200,2200,2+1
MINISTOP,식품,바프)콘스프맛바프볼70g,2000,2000,2+1
7-ELEVEn,과자류,바프)콘스프맛바프볼70g,2000,2000,2+1
emart24,식품,바프)콘스프맛바프볼70g,2000,2000,2+1
CU,식품,바프)쿠키앤크림몰트볼,2500,2500,1+1
emart24,과자류,바프)쿠키앤크림몰트볼40g(냉장),2500,2500,1+1
emart24,식품,바프)쿠키앤크림아몬드40g,2200,2200,2+1
CU,과자류,바프)티라미수몰트볼,2500,2500,1+1
CU,식품,바프)허니로스티드땅콩,3900,3900,2+1
GS25,식품,바프)허니로스티드땅콩120G,3900,3900,2+1
MINISTOP,식품,바프)허니로스티드땅콩120g,3900,3900,2+1
emart24,식품,바프)허니로스티드땅콩120g,3900,3900,2+1
7-ELEVEn,식품,바프)허니로스티드땅콩120g,3900,3900,2+1
emart24,식품,바프)허니버터땅콩120g,3900,3900,2+1
GS25,식품,바프)허니버터아몬드40G,2200,2200,2+1
emart24,식품,바프)허니버터아몬드40g,2200,2200,2+1
CU,식품,바프)허니버터아몬드40g,2200,2200,2+1
emart24,식품,바프)허브솔트믹스넛30g,2200,2200,1+1
CU,식품,바프)허브솔트믹스넛30g,2200,2200,1+1
C·SPACE,식품,바프]군옥수수맛아몬드40g,2000,2000,2+1
C·SPACE,식품,바프]마늘빵아몬드40g,2000,2000,2+1
C·SPACE,식품,바프]메이플믹스넛30g,2000,2000,1+1
C·SPACE,식품,바프]와사비맛아몬드40g,2000,2000,2+1
C·SPACE,식품,바프]카라멜아몬드프레첼40g,2000,2000,2+1
C·SPACE,식품,바프]쿠키앤크림맛아몬드40g,2000,2000,2+1
C·SPACE,식품,바프]허니버터아몬드40g,2000,2000,2+1
C·SPACE,식품,바프]허브솔트믹스넛30g,2000,2000,1+1
emart24,식품,반찬단지)간장고추120g,3500,3500,2+1
emart24,식품,반찬단지)마늘쫑무침120g,3500,3500,2+1
GS25,식품,반찬단지)명란젓갈140G,8900,8900,2+1
GS25,식품,반찬단지)명태회무침170G,8900,8900,2+1
emart24,식품,반찬단지)명태회무침170g,9200,9200,2+1
7-ELEVEn,식품,반찬단지)명태회무침170g,8900,8900,2+1
MINISTOP,식품,반찬단지)명태회무침170g,8900,8900,2+1
emart24,식품,반찬단지)모듬콩조림120g,3500,3500,2+1
emart24,식품,반찬단지)무말랭이무침120g,3500,3500,2+1
GS25,식품,반찬단지)문어무침130G,8900,8900,2+1
emart24,식품,반찬단지)문어무침130g,9200,9200,2+1
GS25,식품,반찬단지)양념명란젓갈140G,8900,8900,2+1
emart24,식품,반찬단지)연근조림120g,3500,3500,2+1
emart24,식품,반찬단지)오징어젓120g,3500,3500,2+1
GS25,식품,반찬단지)장수꼬막무침110G,8900,8900,2+1
GS25,식품,반찬단지)홍어회무침150G,8900,8900,2+1
7-ELEVEn,식품,반찬단지)홍어회무침150g,8900,8900,2+1
MINISTOP,식품,반찬단지)홍어회무침150g,8900,8900,2+1
emart24,식품,반찬단지)황태채무침170g,9200,9200,2+1
CU,아이스크림,밥스누)약콩크런치초코바,2500,2500,2+1
GS25,과자류,배스킨라빈스엄마는외계인초코볼,2000,2000,2+1
emart24,생활용품,밴드)대일메디혼합4매,5000,5000,2+1
GS25,음료,베지밀고단백두유검은콩팩190ML,1600,1600,2+1
GS25,생활용품,벡셀)고성능알카라인AA2입,4400,4400,2+1
GS25,생활용품,벡셀)고성능알카라인AAA2입,4400,4400,2+1
GS25,생활용품,벡셀)알카라인AA4입,5600,5600,2+1
GS25,생활용품,벡셀)알카라인AAA4입,5600,5600,2+1
C·SPACE,생활용품,벡셀]플래티넘(고성능)AA(2입),3500,3500,2+1
C·SPACE,생활용품,벡셀]플래티넘(고성능)AAA(2입),3500,3500,2+1
GS25,과자류,보노미)페스튜리2000,2000,2000,2+1
GS25,식품,본고장)돈짬뽕(대컵),3600,3600,1+1
GS25,식품,본고장)얼큰버섯칼국수(대컵),3600,3600,1+1
emart24,식품,본죽)보양삼계죽270g,4700,4700,2+1
7-ELEVEn,식품,본죽)보양삼계죽270g,4700,4700,2+1
MINISTOP,식품,본죽)보양삼계죽270g,4700,4700,2+1
emart24,식품,본죽)쇠고기죽270g,4700,4700,2+1
emart24,식품,본죽)야채죽270g,4700,4700,2+1
MINISTOP,식품,본죽)야채죽270g,4700,4700,2+1
7-ELEVEn,식품,본죽)야채죽270g,4700,4700,2+1
emart24,식품,본죽)전복죽270g,4700,4700,2+1
GS25,아이스크림,뵈르)버터체다콘150ML,3000,3000,2+1
GS25,아이스크림,뵈르)버터카라멜콘150ML,3000,3000,2+1
GS25,음료,뵈르)버터커피250ML,2700,2700,2+1
GS25,과자류,뵈르)아몬드버터카라멜50G,1500,1500,2+1
GS25,과자류,뵈르)참기름감자칩(봉지),2000,2000,2+1
GS25,과자류,뵈르)트러플감자칩60G,2000,2000,2+1
GS25,식품,부르본)페투치니레몬,2500,2500,1+1
GS25,식품,불릴필요없는칼집찰현미500G,4500,4500,1+1
GS25,식품,불릴필요없는칼집현미500G,4500,4500,1+1
GS25,식품,브레디크)고창수박생크림빵,3000,3000,2+1
GS25,식품,브레디크)납작복숭아생크림빵,3000,3000,2+1
GS25,식품,브레디크)설향딸기생크림빵,3000,3000,2+1
GS25,식품,브레디크)우유생크림빵,2800,2800,2+1
GS25,식품,브레디크)제주말차생크림빵,3200,3200,2+1
GS25,식품,브레디크)초코생크림빵,2800,2800,2+1
GS25,과자류,브롤스타즈)피규어랜덤키링,6000,6000,2+1
emart24,음료,블랙보리)라이트520ml,1800,1800,2+1
emart24,음료,블랙보리520ml,1800,1800,2+1
CU,생활용품,블루나)비말흰색대형1P,800,800,2+1
emart24,생활용품,비누)온더바디촉촉,2500,2500,1+1
emart24,음료,비다)솔티리치향제로325ml,1700,1700,1+1
emart24,음료,비다)오리지날시트러스향제로325ml,1700,1700,1+1
MINISTOP,음료,비락)미숫가루우유300ml,1700,1700,2+1
7-ELEVEn,음료,비락)미숫가루우유300ml,1700,1700,2+1
MINISTOP,음료,비락)유기농야채사랑190ml,1650,1650,2+1
7-ELEVEn,음료,비락)유기농야채사랑190ml,1650,1650,2+1
MINISTOP,음료,비락)유기농포도야채180ml,1650,1650,2+1
7-ELEVEn,음료,비락)유기농포도야채180ml,1650,1650,2+1
7-ELEVEn,음료,비락)코코브루니라떼200ml,2500,2500,1+1
MINISTOP,음료,비락)코코브루니라떼200ml,2500,2500,1+1
7-ELEVEn,음료,비락)코코브루니로얄밀크티200ml,2500,2500,1+1
MINISTOP,음료,비락)코코브루니로얄밀크티200ml,2500,2500,1+1
7-ELEVEn,음료,비락)코코브루니아메리카노200ml,2500,2500,1+1
MINISTOP,음료,비락)코코브루니아메리카노200ml,2500,2500,1+1
GS25,음료,비락)퍼펙트프로틴180ML,2700,2700,2+1
CU,생활용품,비비안)23면반팔티셔츠103,14900,14900,1+1
CU,생활용품,비비안)23여성쿨팬티90,8900,8900,1+1
CU,생활용품,비비안)23여성쿨팬티95,8900,8900,1+1
7-ELEVEn,생활용품,비비안)쉼유기농생리대중형18P,8900,8900,1+1
CU,과자류,비알)뉴욕치즈케익큐브52g,2000,2000,2+1
CU,과자류,비알)스트로베리큐브52g,2000,2000,2+1
7-ELEVEn,과자류,비알)엄마는외계인초코볼,2000,2000,2+1
MINISTOP,과자류,비알)엄마는외계인초코볼,2000,2000,2+1
CU,과자류,비알)초콜릿무스큐브55g,2000,2000,2+1
GS25,생활용품,비욘드)모이스춰바디워시300ML,11900,11900,1+1
emart24,생활용품,비욘드)에코네이처바디워시300ml,11900,11900,1+1
emart24,음료,비타민워터)에너지500ml,2000,2000,2+1
emart24,음료,비타민워터)파워씨500ml,2000,2000,2+1
CU,생활용품,비트)액체겸용세제1.45L,12900,12900,1+1
CU,생활용품,비페스타)클렌징시트10매,3800,3800,1+1
GS25,생활용품,비페스타)클렌징티슈46매,10000,10000,1+1
GS25,생활용품,비페스타)휴대용클렌징워터60ML,3800,3800,1+1
GS25,식품,비폰)포띠가쌀국수(닭고기),3000,3000,2+1
GS25,아이스크림,빙)끌레도르쿠키앤크림바90ML,2500,2500,2+1
MINISTOP,음료,빙그레)감성아메리카노500ml,2500,2500,1+1
7-ELEVEn,음료,빙그레)감성아메리카노500ml,2500,2500,1+1
7-ELEVEn,음료,빙그레)감성헤이즐넛500ml,2500,2500,1+1
MINISTOP,음료,빙그레)감성헤이즐넛500ml,2500,2500,1+1
emart24,아이스크림,빙그레)끌레도르구운피스타치오90ml,2500,2500,2+1
emart24,아이스크림,빙그레)끌레도르베리믹스바,2500,2500,2+1
emart24,아이스크림,빙그레)끌레도르카페라떼바85ml,2500,2500,2+1
GS25,아이스크림,빙그레)끌레도르카페라떼비스킷,2500,2500,2+1
7-ELEVEn,아이스크림,빙그레)끌레도르카페라떼비스킷,2500,2500,2+1
GS25,아이스크림,빙그레)끌레도르쿠키앤초코90ML,2500,2500,2+1
emart24,아이스크림,빙그레)끌레도르쿠키앤크림바,2500,2500,2+1
CU,아이스크림,빙그레)끌레도르쿠키크림,2500,2500,2+1
CU,아이스크림,빙그레)끌레딥초코바,4800,4800,1+1
CU,아이스크림,빙그레)끌레라떼비스킷바,2500,2500,2+1
CU,아이스크림,빙그레)끌레설향딸기바,4800,4800,1+1
CU,아이스크림,빙그레)끌레클린딸기파인,12900,12900,1+1
CU,아이스크림,빙그레)끌레클린초코파인,12900,12900,1+1
CU,음료,빙그레)닥터캡슐베리,2100,2100,2+1
GS25,음료,빙그레)닥터캡슐베리믹스130ML,2100,2100,2+1
7-ELEVEn,음료,빙그레)닥터캡슐베리믹스130ml,2100,2100,2+1
MINISTOP,음료,빙그레)닥터캡슐베리믹스130ml,2100,2100,2+1
emart24,음료,빙그레)닥터캡슐베리믹스130ml,2100,2100,2+1
CU,음료,빙그레)닥터캡슐사과,2100,2100,2+1
GS25,음료,빙그레)닥터캡슐사과130ML,2100,2100,2+1
emart24,음료,빙그레)닥터캡슐사과130ml,2100,2100,2+1
MINISTOP,음료,빙그레)닥터캡슐사과130ml,2100,2100,2+1
7-ELEVEn,음료,빙그레)닥터캡슐사과130ml,2100,2100,2+1
GS25,음료,빙그레)닥터캡슐프로텍트130ML,2100,2100,2+1
CU,음료,빙그레)닥터캡슐플레인,2100,2100,2+1
MINISTOP,음료,빙그레)닥터캡슐플레인130ml,2100,2100,2+1
emart24,음료,빙그레)닥터캡슐플레인130ml,2100,2100,2+1
7-ELEVEn,음료,빙그레)닥터캡슐플레인130ml,2100,2100,2+1
GS25,음료,빙그레)더단백드링크초코250ML,2900,2900,2+1
MINISTOP,음료,빙그레)더단백초코250ml,2900,2900,2+1
emart24,음료,빙그레)더단백초코250ml,2900,2900,2+1
7-ELEVEn,음료,빙그레)더단백초코250ml,2900,2900,2+1
CU,음료,빙그레)더단백초코드링크,2900,2900,2+1
GS25,음료,빙그레)더단백카라멜250ML,2900,2900,2+1
emart24,음료,빙그레)더단백카라멜250ml,2900,2900,2+1
MINISTOP,음료,빙그레)더단백카라멜250ml,2900,2900,2+1
7-ELEVEn,음료,빙그레)더단백카라멜250ml,2900,2900,2+1
CU,음료,빙그레)더단백카라멜드링,2900,2900,2+1
GS25,음료,빙그레)더단백커피250ML,2900,2900,2+1
MINISTOP,음료,빙그레)더단백커피250ml,2900,2900,2+1
emart24,음료,빙그레)더단백커피250ml,2900,2900,2+1
7-ELEVEn,음료,빙그레)더단백커피250ml,2900,2900,2+1
CU,음료,빙그레)더단백커피드링크,2900,2900,2+1
MINISTOP,과자류,빙그레)더단백크런치바초코,2500,2500,2+1
7-ELEVEn,과자류,빙그레)더단백크런치바초코,2500,2500,2+1
GS25,아이스크림,빙그레)더위사냥,1800,1800,1+1
7-ELEVEn,아이스크림,빙그레)더위사냥140ml,1800,1800,1+1
CU,아이스크림,빙그레)더위사냥액티브,1800,1800,1+1
GS25,음료,빙그레)따옴ABC220ML,2200,2200,2+1
MINISTOP,음료,빙그레)따옴ABC220ml,2200,2200,2+1
7-ELEVEn,음료,빙그레)따옴ABC220ml,2200,2200,2+1
GS25,아이스크림,빙그레)따옴바납작복숭아75ML,2000,2000,1+1
GS25,아이스크림,빙그레)따옴바딸기75ML,2000,2000,1+1
CU,아이스크림,빙그레)따옴바파인애플,2000,2000,1+1
GS25,아이스크림,빙그레)따옴바파인애플75ML,2000,2000,1+1
7-ELEVEn,아이스크림,빙그레)따옴바파인애플75ml,2000,2000,1+1
GS25,아이스크림,빙그레)따옴바패션프루트75ML,2000,2000,1+1
CU,아이스크림,빙그레)따옴바포도,2000,2000,1+1
GS25,아이스크림,빙그레)따옴바포도75ML,2000,2000,1+1
7-ELEVEn,아이스크림,빙그레)따옴바포도75ml,2000,2000,1+1
7-ELEVEn,음료,빙그레)따옴사과235ml,2200,2200,2+1
MINISTOP,음료,빙그레)따옴사과235ml,2200,2200,2+1
GS25,음료,빙그레)따옴사과주스235ML,2200,2200,2+1
7-ELEVEn,음료,빙그레)따옴오렌지235ml,2200,2200,2+1
MINISTOP,음료,빙그레)따옴오렌지235ml,2200,2200,2+1
GS25,음료,빙그레)따옴오렌지주스235ML,2200,2200,2+1
MINISTOP,음료,빙그레)따옴한라봉&amp;청귤235ml,2200,2200,2+1
7-ELEVEn,음료,빙그레)따옴한라봉&청귤235ml,2200,2200,2+1
GS25,음료,빙그레)따옴한라봉청귤235ML,2200,2200,2+1
emart24,음료,빙그레)딸기타임200ml,1100,1100,1+1
7-ELEVEn,음료,빙그레)딸기타임500ml,1800,1800,2+1
MINISTOP,음료,빙그레)딸기타임500ml,1800,1800,2+1
emart24,아이스크림,빙그레)떡붕어싸만코,2200,2200,2+1
CU,아이스크림,빙그레)떡붕어싸만코,2200,2200,2+1
7-ELEVEn,아이스크림,빙그레)떡붕어싸만코150ml,2200,2200,2+1
emart24,음료,빙그레)레몬아이스티300ml,1200,1200,1+1
CU,음료,빙그레)레몬아이스티300ml,1200,1200,1+1
CU,아이스크림,빙그레)메로나,1500,1500,2+1
emart24,아이스크림,빙그레)메로나,1500,1500,2+1
7-ELEVEn,아이스크림,빙그레)메로나75ml,1500,1500,2+1
CU,아이스크림,빙그레)메로나망고,1500,1500,2+1
7-ELEVEn,아이스크림,빙그레)메로나망고75ml,1500,1500,2+1
7-ELEVEn,음료,빙그레)메로나바나나75ml,1500,1500,2+1
CU,음료,빙그레)바나나우유라이트,1700,1700,2+1
emart24,음료,빙그레)복숭아아이스티300ml,1200,1200,1+1
CU,음료,빙그레)복숭아이스티300ml,1200,1200,1+1
emart24,아이스크림,빙그레)부드러운빵또아,2200,2200,2+1
CU,아이스크림,빙그레)부드러운빵또아,2200,2200,2+1
7-ELEVEn,아이스크림,빙그레)부드러운빵또아180ml,2200,2200,2+1
CU,아이스크림,빙그레)비비빅,1500,1500,2+1
emart24,아이스크림,빙그레)비비빅,1500,1500,2+1
7-ELEVEn,아이스크림,빙그레)비비빅75ml,1500,1500,2+1
CU,아이스크림,빙그레)빵또아딸기초코,2200,2200,2+1
7-ELEVEn,아이스크림,빙그레)빵또아딸기초코케이크,2200,2200,2+1
GS25,아이스크림,빙그레)뽕따소다,1800,1800,1+1
7-ELEVEn,아이스크림,빙그레)뽕따소다130ml,1800,1800,1+1
CU,아이스크림,빙그레)뽕따소다맛,1800,1800,1+1
emart24,음료,빙그레)사이즈업돌체라떼350ml,2400,2400,2+1
7-ELEVEn,음료,빙그레)사이즈업돌체라떼350ml,2400,2400,2+1
MINISTOP,음료,빙그레)사이즈업돌체라떼350ml,2400,2400,2+1
MINISTOP,음료,빙그레)사이즈업라떼350ml,2400,2400,2+1
7-ELEVEn,음료,빙그레)사이즈업라떼350ml,2400,2400,2+1
MINISTOP,음료,빙그레)사이즈업바닐라라떼350ml,2400,2400,2+1
7-ELEVEn,음료,빙그레)사이즈업바닐라라떼350ml,2400,2400,2+1
emart24,음료,빙그레)사이즈업바닐라라떼350ml,2400,2400,2+1
emart24,음료,빙그레)사이즈업아메리카노350ml,2400,2400,2+1
MINISTOP,음료,빙그레)사이즈업아메리카노350ml,2400,2400,2+1
7-ELEVEn,음료,빙그레)사이즈업아메리카노350ml,2400,2400,2+1
emart24,음료,빙그레)사이즈업카페라떼350ml,2400,2400,2+1
emart24,아이스크림,빙그레)슈퍼콘민트초코칩150ml,2200,2200,2+1
CU,아이스크림,빙그레)슈퍼콘초코,2200,2200,2+1
emart24,아이스크림,빙그레)슈퍼콘초코150ml,2200,2200,2+1
CU,아이스크림,빙그레)슈퍼콘쿠앤크,2200,2200,2+1
emart24,아이스크림,빙그레)슈퍼콘쿠앤크150ml,2200,2200,2+1
emart24,아이스크림,빙그레)슈퍼콘프렌치바닐라,2200,2200,2+1
7-ELEVEn,음료,빙그레)스페셜티바닐라라떼300ml,2900,2900,2+1
MINISTOP,음료,빙그레)스페셜티바닐라라떼300ml,2900,2900,2+1
7-ELEVEn,음료,빙그레)스페셜티안티오키아460ml,2700,2700,2+1
MINISTOP,음료,빙그레)스페셜티안티오키아460ml,2700,2700,2+1
GS25,음료,빙그레)스페셜티에티오피아460ML,2700,2700,2+1
CU,음료,빙그레)스페셜티예가체프,2700,2700,2+1
MINISTOP,음료,빙그레)스페셜티예가체프460ml,2700,2700,2+1
7-ELEVEn,음료,빙그레)스페셜티예가체프460ml,2700,2700,2+1
emart24,음료,빙그레)스페셜티예가체프460ml,2700,2700,2+1
7-ELEVEn,음료,빙그레)스페셜티카라멜마끼아또3,2900,2900,2+1
MINISTOP,음료,빙그레)스페셜티카라멜마끼아또300ml,2900,2900,2+1
GS25,음료,빙그레)스페셜티컵마끼아또300ML,2900,2900,2+1
CU,음료,빙그레)스페셜티컵바닐라,2900,2900,2+1
GS25,음료,빙그레)스페셜티컵바닐라라떼300,2900,2900,2+1
CU,음료,빙그레)스페셜티컵카라멜,2900,2900,2+1
CU,음료,빙그레)스페셜티킬리만자,2700,2700,2+1
7-ELEVEn,음료,빙그레)스페셜티킬리만자로460ml,2700,2700,2+1
MINISTOP,음료,빙그레)스페셜티킬리만자로460ml,2700,2700,2+1
GS25,음료,빙그레)스페셜티탄자니아460ML,2700,2700,2+1
emart24,음료,빙그레)스페셜티탄자니아460ml,2700,2700,2+1
GS25,음료,빙그레)식물성바유190ML,1500,1500,2+1
CU,음료,빙그레)식물성바유190ml,1500,1500,2+1
7-ELEVEn,음료,빙그레)식물성바유190ml,1500,1500,2+1
MINISTOP,음료,빙그레)식물성바유190ml,1500,1500,2+1
emart24,음료,빙그레)식물성바유바나나맛190ml,1500,1500,2+1
GS25,음료,빙그레)아이스티레몬300ML,1200,1200,1+1
7-ELEVEn,음료,빙그레)아이스티레몬300ml,1200,1200,1+1
MINISTOP,음료,빙그레)아이스티레몬300ml,1200,1200,1+1
GS25,음료,빙그레)아이스티복숭아300ML,1200,1200,1+1
MINISTOP,음료,빙그레)아이스티복숭아300ml,1200,1200,1+1
7-ELEVEn,음료,빙그레)아이스티복숭아300ml,1200,1200,1+1
emart24,음료,빙그레)아카페라AllDay아메리카노1L,4200,4200,2+1
emart24,음료,빙그레)아카페라AllDay헤이즐넛1L,4200,4200,2+1
CU,음료,빙그레)아카페라UP돌체,2400,2400,2+1
CU,음료,빙그레)아카페라UP라떼,2400,2400,2+1
CU,음료,빙그레)아카페라UP바닐라,2400,2400,2+1
CU,음료,빙그레)아카페라UP아메리,2400,2400,2+1
GS25,음료,빙그레)아카페라마끼아또240ML,2000,2000,2+1
CU,음료,빙그레)아카페라바닐라,2000,2000,2+1
GS25,음료,빙그레)아카페라바닐라라떼240ML,2000,2000,2+1
7-ELEVEn,음료,빙그레)아카페라바닐라라떼240ml,2000,2000,2+1
MINISTOP,음료,빙그레)아카페라바닐라라떼240ml,2000,2000,2+1
emart24,음료,빙그레)아카페라바닐라라떼240ml,2000,2000,2+1
GS25,음료,빙그레)아카페라사이즈업돌체,2400,2400,2+1
GS25,음료,빙그레)아카페라사이즈업라떼,2400,2400,2+1
GS25,음료,빙그레)아카페라사이즈업바닐라,2400,2400,2+1
GS25,음료,빙그레)아카페라사이즈업아메리,2400,2400,2+1
7-ELEVEn,음료,빙그레)아카페라아메리카노1L,4200,4200,2+1
MINISTOP,음료,빙그레)아카페라아메리카노1L,4200,4200,2+1
GS25,음료,빙그레)아카페라아메리카노240ML,2000,2000,2+1
MINISTOP,음료,빙그레)아카페라아메리카노240ml,2000,2000,2+1
7-ELEVEn,음료,빙그레)아카페라아메리카노240ml,2000,2000,2+1
emart24,음료,빙그레)아카페라아메리카노240ml,2000,2000,2+1
CU,음료,빙그레)아카페라카라멜,2000,2000,2+1
7-ELEVEn,음료,빙그레)아카페라카라멜240ml,2000,2000,2+1
MINISTOP,음료,빙그레)아카페라카라멜240ml,2000,2000,2+1
emart24,음료,빙그레)아카페라카라멜마끼아또240ml,2000,2000,2+1
MINISTOP,음료,빙그레)아카페라헤이즐넛1L,4200,4200,2+1
7-ELEVEn,음료,빙그레)아카페라헤이즐넛1L,4200,4200,2+1
CU,음료,빙그레)앵무새바닐라라떼,2700,2700,1+1
CU,음료,빙그레)앵무새크림라떼,2700,2700,1+1
emart24,아이스크림,빙그레)엔초,2200,2200,2+1
CU,아이스크림,빙그레)엔초바,2200,2200,2+1
MINISTOP,음료,빙그레)오프룻딸기알로에컵180ml,2400,2400,2+1
